Carat Weight,Cut,Color,Clarity,Polish,Symmetry,Report,Price
2.3,2,0,6,3,0,1,54845
1.01,1,2,2,3,3,1,4866
1.11,4,3,5,3,3,1,9117
1.03,2,1,2,0,3,1,5721
2.04,2,4,4,0,0,1,21094
2.03,2,4,3,0,0,1,21170
1.21,3,3,3,2,2,0,10685
1.03,3,1,6,0,0,1,11611
0.75,4,2,2,3,0,1,2693
0.9,1,5,6,3,3,1,3718
1.1,2,3,6,0,0,1,8832
0.9,4,4,4,3,3,1,3890
1.51,4,3,2,0,0,1,10576
2.02,4,1,3,3,3,1,31251
1.02,2,5,2,3,3,1,4229
0.77,2,3,4,0,0,1,3544
2.6,4,5,4,0,3,1,24230
1.03,2,3,6,3,0,1,7894
2.1,2,3,4,0,0,0,25488
0.9,2,4,2,2,2,0,4198
2.15,4,2,2,1,3,1,22570
1.23,2,3,5,2,2,0,10572
1.01,1,2,6,3,3,1,7915
1.14,4,2,2,3,1,1,5819
2.05,2,3,2,0,0,1,20668
1.54,4,3,6,0,0,1,15225
0.9,4,4,4,3,3,1,4178
1.02,1,5,2,0,3,1,4105
1.04,2,4,4,0,3,1,5654
1.0,4,3,2,3,3,1,4991
1.34,2,1,6,0,0,1,14593
1.01,4,1,4,3,3,1,7188
1.04,2,2,6,3,0,1,9351
1.0,4,2,2,0,3,1,4826
2.13,2,4,2,2,2,0,20041
2.08,1,3,3,0,3,1,25938
0.79,1,2,2,3,1,1,2800
1.0,1,1,3,3,1,1,7131
0.77,2,4,2,0,0,1,2781
0.91,4,3,4,1,3,1,4392
2.01,4,1,3,3,3,1,32783
1.1,4,4,3,1,1,1,6091
1.72,2,3,6,0,0,1,19693
2.08,4,3,4,0,0,0,24345
1.06,4,3,4,3,3,1,7094
1.03,4,0,6,3,3,1,10988
1.51,4,2,3,3,3,1,14976
1.22,4,5,3,1,0,1,5966
1.7,0,4,4,3,0,1,11038
1.04,2,1,2,0,0,1,6035
0.78,4,2,2,3,3,1,3045
0.77,3,5,2,0,0,1,2946
1.01,4,2,4,0,0,1,6649
1.0,4,0,6,0,3,1,10477
0.86,4,1,4,0,0,1,4665
2.5,4,3,6,0,3,1,34943
1.0,1,0,6,1,1,1,8374
0.82,4,3,1,2,0,0,4844
2.19,4,1,4,0,3,1,31796
2.01,4,5,4,3,3,1,17570
0.91,3,0,6,2,2,0,9182
2.39,2,3,1,0,0,1,38072
1.01,1,3,2,0,0,1,5277
1.0,4,3,4,1,1,1,6094
0.91,4,1,2,3,1,1,4250
1.12,1,4,2,3,1,1,5138
1.32,2,3,5,0,0,1,12046
1.51,4,5,2,3,3,1,7996
2.28,2,5,6,0,3,1,25098
1.28,2,1,5,0,0,1,16269
1.26,4,3,4,3,3,1,8040
1.06,2,3,1,2,2,0,9302
2.0,1,4,2,1,1,1,17447
1.06,2,4,2,3,3,1,5020
1.5,2,5,2,3,1,1,8291
0.86,4,3,2,3,3,1,3371
1.04,4,0,6,0,3,1,11087
0.9,1,3,6,0,3,1,4360
1.01,1,1,3,1,1,1,6509
1.27,2,4,4,2,2,0,7937
1.11,2,3,1,0,0,1,10053
1.5,0,5,2,3,3,1,7912
2.05,2,4,3,3,3,1,22062
2.02,2,3,3,3,1,1,26306
2.03,2,3,5,0,0,1,34706
1.28,2,3,5,2,2,0,11164
0.92,2,2,2,3,0,1,4140
2.17,4,5,5,0,3,1,23776
1.01,1,1,2,0,3,1,5411
1.5,1,4,3,0,0,1,11693
1.21,2,5,3,0,0,1,6691
1.78,3,0,5,2,2,0,35955
2.02,1,1,2,0,3,1,20256
0.9,4,0,4,3,3,1,4804
2.16,4,3,1,0,0,1,37130
1.01,1,2,2,0,0,1,5309
0.9,2,4,3,3,3,1,4689
1.24,2,3,1,0,0,1,11376
1.0,1,1,4,3,1,1,6457
2.02,4,3,4,3,3,1,25725
1.13,2,3,4,2,2,0,7147
1.0,1,1,2,0,1,1,5037
0.8,2,3,6,2,2,0,4146
1.86,2,1,3,0,0,1,27839
1.01,2,3,3,0,0,1,7178
0.94,2,1,2,0,3,1,5056
1.16,2,5,4,0,0,1,5587
1.6,2,2,2,2,2,0,12942
1.04,4,3,4,0,1,1,5964
1.61,2,2,2,0,0,1,12085
1.13,2,5,4,2,2,0,5408
0.9,4,4,2,3,1,1,3595
0.9,4,4,3,0,3,1,4201
1.16,2,1,2,0,0,1,7059
1.29,2,4,3,2,2,0,8887
2.28,2,5,6,0,0,1,23837
2.03,4,5,4,0,3,1,16422
1.22,4,2,2,3,3,1,7372
2.51,4,5,6,0,1,1,28847
2.09,2,4,6,3,3,1,24699
2.18,2,3,3,0,0,1,29641
0.91,4,0,4,3,3,1,5200
1.01,2,0,4,0,0,1,8119
1.07,2,3,3,0,0,1,7210
2.0,1,0,3,1,1,1,30014
0.93,2,1,2,1,1,1,4179
1.01,4,2,3,1,3,1,6825
2.07,2,0,6,3,3,1,44869
1.58,4,2,4,0,3,1,14084
1.51,2,0,6,2,2,0,23003
2.0,0,3,4,0,1,1,23203
0.93,2,4,2,2,2,0,4317
2.01,4,4,3,3,3,1,20492
1.59,4,3,6,0,0,1,16327
0.9,4,1,4,0,1,1,4925
1.02,4,1,2,3,3,1,5245
0.9,4,2,2,3,0,1,4004
1.26,4,4,2,0,0,1,7477
0.9,1,0,4,0,0,1,4682
1.21,2,1,4,2,2,0,10556
1.85,4,3,4,1,1,1,17479
2.02,4,4,4,1,1,1,19184
1.55,4,1,2,0,0,1,10851
2.09,2,2,3,3,3,1,34245
1.03,4,3,4,3,3,1,6673
0.8,4,3,4,1,1,1,3411
1.12,2,0,2,0,0,1,7145
0.9,4,4,3,0,1,1,4685
0.9,0,4,4,3,1,1,3683
1.11,4,3,2,3,3,1,5367
0.9,1,0,6,3,3,1,5476
1.5,4,5,3,3,3,1,9759
2.02,2,5,2,3,3,1,15942
1.0,1,3,2,1,1,1,4859
0.76,4,2,4,1,1,0,2873
0.85,3,1,2,0,0,1,4363
1.21,2,3,3,0,0,1,9323
2.47,2,1,3,3,0,1,48030
1.28,3,0,2,2,2,0,10598
0.9,4,2,2,0,0,1,3950
0.79,2,5,2,3,0,1,2539
2.01,2,3,2,3,3,1,18566
0.9,1,4,2,0,1,1,3388
0.8,4,1,4,3,1,1,3839
2.34,2,1,2,2,2,0,25134
0.9,4,2,2,3,3,1,4009
1.5,4,1,4,3,3,1,14061
2.03,2,3,3,3,0,1,27632
1.01,4,2,3,3,0,1,7107
1.6,4,5,4,3,3,1,9633
1.5,4,0,6,3,0,1,21429
2.46,2,5,3,3,3,0,25354
1.06,2,5,4,0,0,1,5362
2.25,1,5,4,1,3,1,18623
1.02,1,4,2,3,3,1,4957
1.3,4,3,3,0,0,1,10654
0.91,2,5,3,3,3,1,4022
0.9,4,4,2,3,3,1,3643
1.07,3,3,2,2,2,0,6582
1.04,2,3,1,0,0,1,9109
1.01,1,2,4,0,3,1,6332
2.06,2,5,4,0,0,1,18971
0.92,4,1,3,3,1,1,5800
0.92,1,5,3,1,1,1,3723
1.2,4,5,2,1,1,1,5408
1.01,1,0,2,1,1,1,5161
1.0,2,4,4,0,3,1,6133
2.02,2,3,4,3,3,1,25108
1.07,2,2,4,3,0,1,7483
1.2,2,4,4,3,0,1,7229
0.9,2,4,3,2,2,0,5013
1.27,2,4,6,2,2,0,8339
1.67,2,5,3,0,0,1,11258
2.15,4,5,3,0,0,1,19081
1.02,4,5,4,0,3,1,4762
1.14,2,3,5,0,0,1,10933
1.02,4,1,4,1,3,1,6526
1.59,2,5,2,0,3,1,9813
2.58,2,3,5,0,0,1,45980
1.5,2,5,3,3,1,1,9533
1.06,2,3,4,0,0,1,6728
1.26,2,5,4,3,0,1,6306
1.01,4,3,3,3,3,1,6669
1.12,3,2,2,0,0,1,7812
1.0,4,5,2,2,2,0,5203
0.91,2,3,2,3,3,1,4240
0.9,2,1,2,0,0,1,5373
1.07,2,4,4,2,2,0,6187
2.02,4,5,4,3,3,1,17581
2.1,2,3,3,0,0,1,30773
0.9,4,1,1,1,3,1,7747
1.01,4,3,2,0,1,1,5073
1.32,4,2,3,3,3,1,11346
2.01,2,5,2,0,0,1,16562
1.0,0,1,2,1,1,1,4771
1.08,2,3,3,0,0,1,7551
2.34,2,3,3,2,2,0,32776
0.79,4,5,6,0,1,1,2589
1.27,4,4,3,0,0,1,8235
2.26,3,2,6,2,2,0,45757
1.5,1,3,4,3,1,1,11577
0.76,3,5,4,2,2,0,2793
2.05,4,3,2,0,0,1,19928
0.9,4,1,6,0,3,1,6466
1.03,2,2,6,0,3,1,9254
2.02,4,1,3,3,3,1,33592
1.65,4,2,3,1,3,1,17425
1.51,4,1,5,3,1,1,18234
0.93,1,4,3,1,1,1,4352
1.13,2,3,6,0,3,1,8192
0.75,0,2,4,1,1,1,2648
1.0,0,2,4,3,0,1,5840
2.08,2,3,3,0,0,1,28928
1.55,4,3,5,3,0,1,16331
1.04,3,5,3,0,0,1,6335
1.5,1,2,4,3,1,1,11317
0.84,4,0,3,3,3,1,4869
2.02,4,4,2,0,0,0,19201
1.16,2,2,2,0,0,1,6768
2.07,2,0,6,0,0,1,44487
1.03,4,4,2,0,0,1,4705
1.22,2,5,3,3,3,1,6138
0.76,2,4,4,2,2,0,3038
1.05,2,3,2,0,0,1,5443
1.51,2,5,2,3,3,1,8752
2.01,1,4,4,0,1,1,19397
0.9,4,4,2,0,0,1,3388
0.9,4,1,3,3,1,1,4981
1.03,2,0,4,0,0,1,7856
0.9,4,4,6,3,1,1,4592
1.01,4,2,3,3,0,1,7455
1.5,1,3,3,3,1,1,11524
1.23,4,4,2,0,0,1,7313
2.01,1,4,4,3,1,1,19842
1.0,1,1,6,1,1,1,7226
1.51,4,5,3,0,0,1,9704
0.9,1,4,2,3,3,1,3186
0.91,2,3,2,0,3,1,4731
1.01,4,2,1,3,3,1,10800
2.76,4,3,2,1,3,1,34461
1.5,4,4,2,3,3,1,8600
0.92,2,1,2,0,0,1,5516
1.13,4,4,2,3,3,1,5354
1.31,2,3,3,3,0,1,9941
2.01,4,4,3,0,0,1,20727
1.58,2,4,4,2,2,0,12170
0.91,2,4,6,2,2,0,5411
1.3,2,3,5,3,3,1,12010
1.0,4,4,2,0,3,1,5021
1.01,1,4,2,3,0,0,4790
1.23,4,5,4,3,0,1,6826
1.2,1,3,2,3,1,1,6076
1.03,2,4,5,0,0,1,7896
1.66,2,2,6,0,3,1,20297
2.27,2,4,3,3,3,1,27845
1.2,1,5,3,0,0,1,5579
0.76,2,1,2,0,0,1,3170
2.11,4,5,4,0,0,0,17044
2.01,4,4,3,0,0,1,23135
0.77,2,2,2,2,2,0,3004
1.0,1,3,1,0,3,1,8050
1.51,4,4,6,3,1,1,11701
1.03,4,3,2,0,0,1,5168
0.8,4,3,3,3,3,1,3381
1.14,2,3,3,3,1,1,7750
1.55,2,4,4,1,3,1,11101
2.01,1,4,4,3,1,1,19591
1.07,2,2,6,0,0,1,10061
2.04,4,5,4,0,0,1,17315
0.75,2,3,6,0,0,1,3684
2.11,2,5,4,0,0,1,18671
2.03,2,1,4,0,0,1,30802
2.08,1,4,4,0,0,1,20797
1.52,2,0,1,2,2,0,33020
1.04,2,4,3,0,1,1,5734
1.18,4,3,4,2,2,0,7619
0.91,4,3,6,3,1,1,4849
1.01,4,4,5,3,3,1,6777
0.79,4,1,3,3,1,1,3919
1.01,2,5,2,0,0,1,4612
0.9,2,0,2,0,0,1,5081
2.43,2,2,5,0,0,1,47843
0.9,4,2,4,3,1,1,4298
0.78,2,1,4,0,3,1,3601
0.92,2,2,2,3,0,1,4232
2.01,4,5,2,3,3,1,14423
1.07,2,0,6,3,3,1,11501
1.61,3,0,4,2,2,0,20435
1.25,4,5,3,3,3,1,6364
1.01,4,5,2,3,3,1,4375
1.02,1,5,3,3,1,1,4575
1.01,4,1,2,0,1,1,5461
1.14,2,4,4,2,2,0,6628
0.82,4,2,6,0,0,1,4141
2.01,4,2,4,3,1,1,26306
1.01,2,3,4,3,3,1,6295
1.25,4,4,4,3,1,1,7846
1.2,2,5,4,0,3,1,5826
1.12,2,4,6,3,3,1,7325
2.12,4,1,1,3,3,1,49184
1.14,4,3,2,3,0,1,5355
1.77,4,0,2,3,1,1,14907
2.02,4,4,2,0,0,1,18097
1.01,0,1,2,3,3,1,4844
1.53,4,2,6,0,0,1,19140
1.5,4,0,2,3,3,1,11352
1.51,4,0,6,3,0,1,21182
0.92,4,0,2,0,0,1,5779
1.51,4,0,2,1,1,1,12589
1.51,4,4,4,0,3,1,11077
1.01,1,2,4,1,3,1,5616
1.19,2,3,5,0,0,1,10508
2.15,2,3,6,0,0,1,31725
1.29,4,4,4,3,1,1,7044
1.25,2,3,5,2,2,0,11142
1.21,4,0,4,3,0,1,9196
0.91,2,3,6,3,0,1,5491
0.75,2,1,2,0,0,1,3227
1.01,4,1,4,0,0,1,7290
1.22,2,1,3,0,1,1,10622
1.63,2,4,4,0,0,1,12155
1.05,4,4,3,3,3,1,6132
1.5,2,0,4,2,2,0,15996
0.76,4,1,4,3,3,1,3364
1.02,1,2,3,0,0,1,7601
1.01,4,1,2,0,3,1,5759
1.54,2,3,2,3,3,1,11333
1.52,4,2,2,3,1,1,11776
0.82,2,1,2,0,0,1,3966
2.19,2,2,6,0,0,1,41957
1.25,4,2,3,0,3,1,10759
1.11,2,5,2,3,3,1,4849
1.09,2,5,2,0,3,1,5486
0.9,4,4,4,3,0,1,4178
1.55,2,3,3,2,2,0,14174
2.01,2,4,3,0,3,1,20865
1.13,2,5,4,0,0,1,5389
1.5,4,2,2,0,0,1,11491
0.85,4,2,3,2,2,0,4293
0.77,4,1,2,3,0,1,2873
2.01,4,5,4,3,1,1,16383
1.01,2,3,4,0,0,1,6964
1.01,4,1,4,0,0,1,7188
0.91,2,0,2,3,0,1,4627
0.91,4,3,2,3,0,1,3830
1.09,2,3,6,2,2,0,8149
1.02,4,2,2,3,3,1,5155
1.55,4,3,3,3,0,1,14386
1.07,2,3,2,0,0,1,5532
2.04,4,2,6,3,1,1,34458
0.76,4,1,4,3,1,1,3111
1.09,2,3,6,0,0,1,8753
1.09,4,3,2,1,1,1,5364
1.19,2,5,2,0,0,1,5690
1.2,4,3,3,0,3,1,8800
1.51,4,0,2,0,0,1,12106
0.83,2,2,3,0,3,1,4617
2.04,1,4,2,3,3,1,18026
1.4,2,4,1,0,3,1,10976
2.23,2,0,4,3,0,1,27942
2.01,1,0,2,0,3,1,16853
1.06,4,4,3,1,1,1,5627
1.51,1,5,4,0,3,1,8758
1.07,3,1,6,0,0,1,12031
1.03,4,0,4,3,3,1,6946
2.01,2,2,5,0,0,1,45345
2.12,2,5,3,2,2,0,19325
0.85,1,3,2,3,3,1,2945
0.8,2,0,2,3,3,1,3697
2.35,4,0,1,3,3,1,59415
1.01,4,4,2,3,3,1,4611
2.4,4,4,4,3,0,1,26318
1.0,4,5,2,0,3,1,4719
1.0,4,2,2,0,3,1,5073
1.12,4,5,2,1,3,1,4624
2.53,2,1,2,3,0,1,28608
2.0,1,1,2,1,3,1,18897
1.11,2,5,3,0,0,1,6077
1.02,4,1,1,0,3,1,11314
1.09,4,2,5,3,3,1,10463
1.51,2,5,6,3,0,1,10960
0.9,4,3,2,0,0,1,3649
1.11,3,3,4,2,2,0,8168
0.95,4,3,2,3,1,1,4244
1.49,2,2,6,0,0,1,18614
1.03,4,5,5,3,3,1,5711
0.81,4,4,3,0,0,1,3404
2.04,1,3,4,3,1,1,23353
2.04,2,2,3,3,0,1,30177
1.57,2,4,6,0,0,1,13724
2.34,1,2,4,3,3,1,27017
1.22,3,1,6,0,0,1,14414
1.2,1,5,2,1,1,1,5458
0.9,4,1,3,1,3,1,5151
1.71,2,2,4,3,3,1,17869
1.02,4,1,4,0,1,1,6689
2.03,2,5,2,3,3,1,15272
0.75,2,3,4,0,0,1,3073
1.07,4,4,2,3,3,1,5808
1.55,4,5,3,0,3,1,10711
2.04,2,4,4,3,3,1,20827
0.9,4,0,2,3,0,1,4413
1.5,1,4,4,0,1,1,10391
0.9,2,0,2,0,3,1,4475
0.82,1,4,4,0,3,1,2918
2.01,2,2,2,0,0,1,23145
1.84,2,1,4,3,3,1,21196
1.59,2,3,6,0,0,1,16021
1.57,2,5,2,3,0,1,9095
1.04,4,4,4,1,1,1,5447
1.1,4,2,4,1,3,1,6812
2.01,4,3,2,3,3,1,18576
2.01,4,5,3,0,0,1,17877
1.09,2,0,2,3,3,1,6259
1.1,3,4,3,2,2,0,7525
0.8,4,1,3,3,1,1,4495
1.07,4,4,3,0,0,1,6008
1.01,4,2,4,0,3,1,7037
0.76,1,0,2,3,3,1,2995
2.24,2,2,6,3,3,1,40122
1.06,3,3,6,2,2,0,9810
1.03,4,4,3,3,1,1,5789
2.05,4,1,3,3,1,1,32676
2.52,2,1,3,3,3,1,44973
1.1,4,4,2,0,3,1,5298
2.05,4,2,1,0,0,1,40865
1.2,3,4,5,2,2,0,9604
1.11,2,3,6,0,0,1,9507
1.76,2,3,3,2,2,0,19126
1.06,4,2,2,3,1,1,5491
1.17,2,3,5,0,0,1,10342
1.29,2,1,3,0,0,1,12132
0.9,2,3,6,0,0,1,6302
1.01,4,2,6,0,3,1,8265
2.01,4,2,4,0,3,1,26109
0.9,1,1,3,3,1,1,5356
1.08,2,4,3,3,3,1,6089
1.54,4,1,4,0,3,1,13010
2.01,4,5,2,0,0,1,15126
1.51,2,5,2,0,0,1,8641
1.52,2,2,2,2,2,0,11971
1.0,4,5,2,3,0,1,4538
0.9,1,5,3,1,1,1,3666
1.03,2,1,4,3,3,1,7231
1.03,2,0,2,0,3,1,5804
1.3,4,5,4,3,3,1,7087
0.77,3,4,4,0,0,1,3451
1.2,2,3,4,2,2,0,8771
1.0,4,1,4,3,3,1,6396
1.02,4,3,4,0,0,0,5824
1.3,2,3,4,0,3,1,9710
2.02,4,4,2,0,0,1,18930
2.03,4,5,2,0,3,1,14720
1.51,2,5,4,3,0,1,9178
1.03,2,3,3,0,0,1,7391
1.01,2,4,2,0,0,1,5589
1.01,0,3,2,0,3,0,4176
0.9,2,0,2,3,3,1,4579
1.52,2,1,4,0,0,1,15239
0.9,1,2,2,0,3,1,3696
1.04,2,5,2,3,0,1,4308
0.9,0,4,2,3,1,1,3282
1.23,3,5,3,2,2,0,7881
1.0,2,0,1,0,0,1,17094
2.39,2,4,4,0,0,1,28901
0.9,4,4,3,3,3,1,4939
1.05,2,3,6,3,3,1,8625
0.9,4,4,3,3,1,1,4409
0.91,4,1,4,3,1,1,4795
1.01,1,0,4,0,3,1,6912
2.51,4,3,4,0,3,1,34314
2.07,4,3,4,3,1,1,26454
2.16,2,4,4,3,3,1,21941
1.01,4,3,4,3,3,1,6050
0.82,4,3,3,1,1,1,3460
2.01,4,3,4,0,0,1,26069
2.18,4,3,2,1,1,1,20149
1.5,2,5,1,3,3,1,11825
2.41,2,0,5,0,0,1,64552
1.0,1,2,3,3,1,1,6389
2.51,2,2,2,3,3,1,29835
1.01,2,0,2,0,0,1,6579
1.01,1,2,4,0,3,1,5828
2.17,1,4,3,1,3,1,23417
2.2,2,3,3,0,0,1,27227
1.09,4,4,2,0,0,1,5950
1.31,2,2,3,2,2,0,10957
1.01,4,2,6,0,3,1,9312
0.77,4,2,5,1,3,1,4399
0.91,4,4,3,3,3,1,4399
1.18,2,4,2,0,0,1,6364
2.02,2,2,3,0,0,1,32176
0.75,2,5,3,3,3,1,2679
0.83,2,1,4,0,0,1,4271
1.01,2,3,4,3,3,1,6512
1.52,1,0,2,1,3,1,9909
0.92,1,2,2,3,3,1,3820
1.04,2,4,6,2,2,0,6619
2.51,4,3,5,3,3,1,44441
1.04,2,3,3,0,0,1,7457
0.91,4,2,2,3,3,1,4045
1.01,4,2,2,3,3,1,5220
0.91,2,1,2,0,3,1,4429
2.08,4,5,3,3,1,1,19119
1.52,2,3,4,3,3,1,12304
1.56,2,0,0,0,0,1,33868
2.06,2,3,3,2,2,0,28278
1.11,4,3,4,1,1,1,6311
1.0,2,0,2,0,0,1,6073
1.04,1,3,4,3,1,1,5877
1.09,2,3,4,3,0,1,6480
0.77,2,4,5,0,0,1,3638
0.9,1,4,2,0,3,1,3357
1.02,2,3,3,3,3,1,6857
1.22,2,4,5,0,0,1,8354
1.07,2,1,6,3,3,1,10195
2.02,4,1,4,3,3,1,26874
1.01,4,1,2,0,3,1,5461
1.0,4,5,4,0,3,1,4566
2.02,1,3,4,3,3,1,24735
1.0,1,0,2,0,0,1,6568
1.21,1,4,2,3,3,1,6022
1.21,3,1,2,2,2,0,8863
1.15,2,5,3,2,2,0,5940
2.05,4,3,3,3,3,1,27899
1.51,4,1,2,3,3,1,11030
2.42,2,1,4,0,0,1,33668
2.01,4,0,6,3,3,1,44486
1.02,4,3,3,3,3,1,6709
1.71,4,3,3,0,0,1,17206
2.09,2,4,4,3,3,1,20361
1.7,2,3,3,0,0,1,17957
2.05,4,4,3,0,0,1,22665
2.01,4,3,6,0,0,1,26293
1.2,4,3,4,1,1,1,8491
1.53,2,3,5,0,3,1,13832
1.62,2,3,2,3,3,1,11885
1.24,2,3,5,0,0,1,11503
2.3,2,3,3,0,0,1,32635
1.01,4,2,4,0,0,1,7098
0.91,4,0,6,3,3,1,6682
2.24,2,4,1,3,1,1,30354
1.04,4,5,4,0,3,1,4678
0.91,2,5,5,2,2,0,4609
1.03,4,1,2,1,1,1,5029
2.0,4,3,4,0,0,1,23503
1.06,2,4,4,0,0,1,6058
0.91,0,2,2,0,0,1,4036
1.51,4,5,6,3,3,1,10210
1.08,2,0,2,0,0,1,6539
1.56,4,4,3,0,0,1,11804
2.0,4,1,3,0,0,1,29225
2.09,2,3,6,0,0,1,30857
0.9,1,2,2,0,3,1,4004
2.02,2,5,2,0,0,0,14977
0.9,4,2,2,1,3,1,4379
1.2,2,4,1,0,3,1,8467
1.05,2,4,2,1,3,1,5477
2.18,2,2,4,0,3,1,28348
1.95,4,4,2,3,1,1,14293
1.51,2,5,6,3,0,1,11961
1.1,3,4,4,2,2,0,7203
0.96,0,5,4,1,1,1,3703
2.09,2,3,4,3,3,1,27175
1.07,4,3,2,3,3,0,5250
1.4,4,2,6,3,3,1,14547
2.33,4,1,2,3,3,1,25766
2.81,2,0,3,0,0,1,66554
1.34,4,3,6,3,3,1,11735
1.03,2,0,3,1,1,1,8645
1.19,2,0,3,0,0,1,10079
0.9,4,2,2,3,3,1,4058
2.16,2,3,4,0,0,1,25583
0.79,2,1,2,0,0,1,2946
2.06,4,3,4,0,3,1,24817
1.15,1,4,3,0,3,1,5935
2.11,2,0,6,0,0,1,55838
1.03,2,4,2,0,0,1,5418
1.02,2,5,3,2,2,0,5283
1.5,4,2,5,3,1,1,17279
1.04,2,1,6,3,3,1,10792
1.01,2,0,6,0,0,1,10761
1.05,2,5,4,2,2,0,5291
1.0,4,0,4,3,1,1,6762
1.01,1,5,6,3,3,1,4984
1.0,1,2,2,3,1,1,4820
1.07,2,3,3,2,2,0,7161
1.02,2,3,6,0,0,1,8198
0.9,2,1,2,3,3,1,4439
0.77,2,4,3,0,0,1,3468
0.9,4,4,4,3,3,1,4328
1.04,2,1,3,0,0,1,8826
1.01,1,0,2,3,3,1,5700
1.5,4,5,4,0,0,1,9804
1.08,2,5,2,0,0,1,4639
1.2,3,4,3,0,0,1,8852
1.08,2,5,2,3,3,1,4588
1.38,4,2,3,3,0,1,11286
1.13,4,2,3,3,1,1,7569
1.1,4,2,4,0,1,1,6746
0.9,3,0,4,0,0,1,6689
0.92,4,3,3,1,3,1,4597
0.88,2,1,4,0,0,1,5595
1.63,4,3,2,3,3,1,11368
1.03,4,0,2,0,0,1,5924
1.24,2,0,2,3,3,1,8457
0.76,4,2,5,3,3,1,4655
1.01,0,2,3,3,3,1,6941
0.77,2,3,4,0,0,1,3154
0.8,2,0,2,3,0,1,3597
1.01,2,3,2,3,3,1,5049
0.81,4,3,2,3,3,0,2806
0.91,2,0,2,0,0,1,5535
2.32,2,3,4,0,0,1,32073
0.91,1,2,6,1,1,1,5225
1.22,4,1,4,1,3,1,9034
1.22,2,4,6,2,2,0,8014
0.76,2,2,2,0,3,1,2709
0.91,4,1,4,0,0,1,4992
2.03,2,3,2,3,3,1,16931
2.03,1,1,4,1,3,1,28230
1.1,4,2,1,3,3,1,11062
2.06,2,3,4,3,3,1,23951
2.4,4,0,5,1,1,1,63815
1.13,2,1,6,0,0,1,11387
2.07,3,3,3,2,2,0,33647
2.28,4,3,2,0,0,1,23187
1.03,2,1,6,2,2,0,9932
1.22,2,2,5,2,2,0,12886
1.56,4,3,5,3,1,1,15334
2.07,4,4,2,3,3,1,17427
1.04,4,3,4,3,1,1,5778
1.0,4,2,1,0,3,1,10346
1.08,2,2,4,2,2,0,7629
2.2,2,4,3,3,3,1,23189
0.92,4,5,4,3,3,1,3701
0.9,1,0,2,1,1,1,4117
2.0,2,1,5,0,3,1,44853
2.05,4,1,4,3,0,1,30037
1.01,2,5,2,3,0,1,4638
1.15,2,5,3,2,2,0,5940
1.51,2,5,2,3,0,1,8752
1.09,2,3,6,0,0,1,8753
2.05,2,0,2,1,1,1,24019
2.24,2,2,2,0,3,1,21105
1.05,2,4,3,3,3,1,6467
0.82,2,0,4,3,0,1,4181
2.22,2,5,4,2,2,0,19824
0.8,4,3,2,1,1,1,2723
1.0,4,5,4,3,1,1,4425
1.05,1,1,2,1,1,1,5119
0.76,2,5,6,0,0,1,2788
0.76,3,3,2,2,2,0,3212
1.04,4,5,4,0,3,1,4468
1.31,2,3,3,0,3,1,10359
0.8,4,4,4,0,0,1,3235
1.21,2,2,4,2,2,0,10177
1.01,2,1,2,0,3,1,6132
1.5,2,5,3,1,3,1,9533
1.01,4,4,2,3,1,1,4556
2.36,4,4,2,3,0,1,23109
2.24,4,4,3,3,3,1,24149
1.08,1,5,2,3,1,1,4344
1.08,2,4,4,0,0,1,7241
1.2,4,2,3,0,3,1,9586
1.01,1,0,3,0,3,1,8339
1.2,4,5,5,3,0,1,7080
2.09,2,5,3,3,3,1,18713
1.52,4,2,3,0,0,1,15819
1.01,1,0,1,1,1,1,14361
2.79,4,2,4,3,1,1,43163
2.51,2,2,2,0,0,1,31298
1.07,2,0,2,3,0,1,6587
2.05,2,2,5,0,0,1,39599
0.9,2,3,5,0,3,1,6680
1.02,4,5,3,1,3,1,5302
1.12,2,2,6,3,0,1,9979
2.03,2,4,3,3,3,1,19287
1.01,4,4,4,0,0,1,5897
2.02,4,0,2,1,1,1,21332
1.14,2,0,1,0,0,1,20411
1.25,2,3,5,3,3,1,10922
0.91,4,5,2,1,1,1,3170
2.02,4,2,3,3,3,1,30745
2.32,4,3,4,0,0,1,27514
1.04,2,2,2,0,0,1,5495
0.8,3,3,3,2,2,0,4388
1.0,4,2,2,0,3,1,4820
0.83,2,0,4,2,2,0,4230
0.92,2,3,2,0,0,1,4249
1.34,3,5,1,0,0,1,10098
1.09,4,3,4,1,3,1,6688
1.26,4,2,4,0,3,1,9767
2.01,4,5,3,0,1,1,18500
1.17,2,4,2,2,2,0,6368
1.0,2,4,5,3,3,1,6535
1.01,4,5,2,3,3,1,4065
1.1,2,3,4,2,2,0,6972
2.13,2,3,4,0,0,1,27122
1.0,0,5,2,3,3,1,3899
1.5,4,4,6,3,1,1,12985
2.0,4,4,2,3,1,1,15745
0.79,2,4,4,1,0,1,2844
1.6,2,4,2,3,3,1,10408
2.08,2,5,4,3,3,1,17539
2.07,2,0,4,3,3,1,27142
2.0,4,5,2,1,1,1,14057
2.0,1,2,2,3,1,1,20221
1.51,1,1,2,1,1,1,10088
1.01,2,2,2,0,0,1,5861
1.28,2,3,3,0,3,1,9640
1.08,2,0,2,3,3,1,6203
1.21,2,5,2,3,3,1,5452
1.01,4,3,2,3,3,1,4890
0.9,4,4,2,0,0,1,3437
